size,repetition,threads,time
1048576,0,1,123766460
1048576,1,1,80664253
1048576,2,1,117824916
1048576,3,1,67124699
1048576,4,1,131911094
1048576,5,1,106548286
1048576,6,1,111330514
1048576,7,1,123793053
1048576,8,1,95383009
1048576,9,1,71809085
1048576,10,1,129790955
1048576,11,1,71793212
1048576,12,1,84586371
1048576,13,1,109866326
1048576,14,1,36943705
1048576,15,1,98174385
1048576,16,1,98608390
1048576,17,1,81620727
1048576,18,1,105455940
1048576,19,1,80095879
5242880,0,1,161570992
5242880,1,1,159172589
5242880,2,1,158785978
5242880,3,1,172331887
5242880,4,1,167160518
5242880,5,1,235054433
5242880,6,1,162163191
5242880,7,1,201045322
5242880,8,1,173583557
5242880,9,1,194061917
5242880,10,1,183573627
5242880,11,1,200919394
5242880,12,1,137770558
5242880,13,1,242138288
5242880,14,1,151556763
5242880,15,1,208966832
5242880,16,1,187576844
5242880,17,1,167511029
5242880,18,1,460302232
5242880,19,1,172101832
10485760,0,1,274737808
10485760,1,1,245002603
10485760,2,1,237115468
10485760,3,1,232746857
10485760,4,1,745492671
10485760,5,1,283267579
10485760,6,1,217965151
10485760,7,1,216173149
10485760,8,1,259240938
10485760,9,1,230579206
10485760,10,1,216647030
10485760,11,1,263843996
10485760,12,1,224653270
10485760,13,1,228906492
10485760,14,1,256076731
10485760,15,1,221832030
10485760,16,1,204608215
10485760,17,1,273691480
10485760,18,1,179889613
10485760,19,1,231069901
52428800,0,1,842320572
52428800,1,1,915070746
52428800,2,1,952209518
52428800,3,1,925551969
52428800,4,1,900664497
52428800,5,1,909882662
52428800,6,1,906059929
52428800,7,1,963903611
52428800,8,1,1031867794
52428800,9,1,901056885
52428800,10,1,903384555
52428800,11,1,875893839
52428800,12,1,945892435
52428800,13,1,922072643
52428800,14,1,869705578
52428800,15,1,907706490
52428800,16,1,884281383
52428800,17,1,925116274
52428800,18,1,861174257
52428800,19,1,907653004
104857600,0,1,1656611257
104857600,1,1,1690777019
104857600,2,1,1721181416
104857600,3,1,1948315794
104857600,4,1,1682653281
104857600,5,1,1733731255
104857600,6,1,1910196370
104857600,7,1,1747182321
104857600,8,1,1717383886
104857600,9,1,1692795134
104857600,10,1,1717185465
104857600,11,1,1688175153
104857600,12,1,1697998419
104857600,13,1,1721139157
104857600,14,1,1699594826
104857600,15,1,1985402331
104857600,16,1,1699562407
104857600,17,1,1826765425
104857600,18,1,1821802718
104857600,19,1,1802411289
1048576,0,2,134610642
1048576,1,2,201718169
1048576,2,2,144778859
1048576,3,2,103914403
1048576,4,2,122367895
1048576,5,2,63545908
1048576,6,2,108702615
1048576,7,2,152249848
1048576,8,2,103265426
1048576,9,2,120007836
1048576,10,2,151837424
1048576,11,2,153830597
1048576,12,2,110559395
1048576,13,2,79528990
1048576,14,2,104662243
1048576,15,2,146629083
1048576,16,2,90277596
1048576,17,2,122790250
1048576,18,2,303014045
1048576,19,2,53010357
5242880,0,2,259020169
5242880,1,2,194603875
5242880,2,2,146007398
5242880,3,2,177419605
5242880,4,2,127370521
5242880,5,2,143737572
5242880,6,2,139118505
5242880,7,2,170933201
5242880,8,2,234115484
5242880,9,2,134473304
5242880,10,2,175564713
5242880,11,2,301529921
5242880,12,2,155232303
5242880,13,2,178673506
5242880,14,2,182332981
5242880,15,2,187123970
5242880,16,2,173441263
5242880,17,2,143435014
5242880,18,2,279814410
5242880,19,2,195550177
10485760,0,2,235518040
10485760,1,2,249433521
10485760,2,2,300710008
10485760,3,2,260767475
10485760,4,2,466232972
10485760,5,2,218217823
10485760,6,2,217551410
10485760,7,2,410141475
10485760,8,2,297528327
10485760,9,2,234409514
10485760,10,2,243497728
10485760,11,2,247583723
10485760,12,2,346770191
10485760,13,2,234548509
10485760,14,2,238741287
10485760,15,2,249387868
10485760,16,2,225890470
10485760,17,2,282298440
10485760,18,2,252443010
10485760,19,2,256442028
52428800,0,2,991586198
52428800,1,2,940467939
52428800,2,2,935451341
52428800,3,2,1011657402
52428800,4,2,1087217453
52428800,5,2,1308196537
52428800,6,2,989861242
52428800,7,2,1002066485
52428800,8,2,1008153791
52428800,9,2,1062746684
52428800,10,2,948651178
52428800,11,2,1009962542
52428800,12,2,998238014
52428800,13,2,976288853
52428800,14,2,976705093
52428800,15,2,966288260
52428800,16,2,963655599
52428800,17,2,948720710
52428800,18,2,963463717
52428800,19,2,1005300632
104857600,0,2,1933866818
104857600,1,2,1904102989
104857600,2,2,1897992868
104857600,3,2,1926590111
104857600,4,2,1893882423
104857600,5,2,1886198007
104857600,6,2,1909093199
104857600,7,2,1934048268
104857600,8,2,1921065510
104857600,9,2,1847991291
104857600,10,2,1965717701
104857600,11,2,1914683975
104857600,12,2,1885431167
104857600,13,2,1842555330
104857600,14,2,1886078340
104857600,15,2,1960788096
104857600,16,2,1840566010
104857600,17,2,1936108680
104857600,18,2,1923714888
104857600,19,2,1917235022
1048576,0,4,101930856
1048576,1,4,100037787
1048576,2,4,160988964
1048576,3,4,217633773
1048576,4,4,88889974
1048576,5,4,139945399
1048576,6,4,125741305
1048576,7,4,99629344
1048576,8,4,201245522
1048576,9,4,155096652
1048576,10,4,189995284
1048576,11,4,136900451
1048576,12,4,138628017
1048576,13,4,147962978
1048576,14,4,187225136
1048576,15,4,156532783
1048576,16,4,122586472
1048576,17,4,167284180
1048576,18,4,209477472
1048576,19,4,193697266
5242880,0,4,184555104
5242880,1,4,174054715
5242880,2,4,172287021
5242880,3,4,161408519
5242880,4,4,198668039
5242880,5,4,226556729
5242880,6,4,164638893
5242880,7,4,178468269
5242880,8,4,147637336
5242880,9,4,188024451
5242880,10,4,230947070
5242880,11,4,155996288
5242880,12,4,154008934
5242880,13,4,159569884
5242880,14,4,354076689
5242880,15,4,181462509
5242880,16,4,167151538
5242880,17,4,236243087
5242880,18,4,167560470
5242880,19,4,192175579
10485760,0,4,234923690
10485760,1,4,250583617
10485760,2,4,368859319
10485760,3,4,321460718
10485760,4,4,268766476
10485760,5,4,273761101
10485760,6,4,255007878
10485760,7,4,251288671
10485760,8,4,312878397
10485760,9,4,220544175
10485760,10,4,255704975
10485760,11,4,224294425
10485760,12,4,257703451
10485760,13,4,244599687
10485760,14,4,224924581
10485760,15,4,238044415
10485760,16,4,241843655
10485760,17,4,284158879
10485760,18,4,222775475
10485760,19,4,236970424
52428800,0,4,865970987
52428800,1,4,961908719
52428800,2,4,1440518097
52428800,3,4,945433970
52428800,4,4,874161402
52428800,5,4,848785561
52428800,6,4,872764418
52428800,7,4,861864219
52428800,8,4,954788652
52428800,9,4,897766154
52428800,10,4,908257000
52428800,11,4,891763476
52428800,12,4,854286411
52428800,13,4,862543336
52428800,14,4,900868868
52428800,15,4,994194139
52428800,16,4,1041943851
52428800,17,4,939176151
52428800,18,4,1005863469
52428800,19,4,847168472
104857600,0,4,1741901735
104857600,1,4,1925770916
104857600,2,4,1733614735
104857600,3,4,1892162458
104857600,4,4,1723665995
104857600,5,4,1888624706
104857600,6,4,1652952815
104857600,7,4,1921748117
104857600,8,4,1716769196
104857600,9,4,1697384344
104857600,10,4,1682873824
104857600,11,4,1731632855
104857600,12,4,1782218477
104857600,13,4,1693510355
104857600,14,4,1679707549
104857600,15,4,2032440561
104857600,16,4,1836757859
104857600,17,4,1926106489
104857600,18,4,1769871901
104857600,19,4,1902332399
1048576,0,8,108396121
1048576,1,8,120875220
1048576,2,8,183148850
1048576,3,8,178833457
1048576,4,8,91368846
1048576,5,8,129337472
1048576,6,8,249541849
1048576,7,8,92211135
1048576,8,8,129899500
1048576,9,8,131780030
1048576,10,8,57992462
1048576,11,8,114361563
1048576,12,8,120702765
1048576,13,8,147808257
1048576,14,8,281764927
1048576,15,8,106664039
1048576,16,8,120267032
1048576,17,8,258196234
1048576,18,8,64716635
1048576,19,8,119801156
5242880,0,8,335194225
5242880,1,8,184156675
5242880,2,8,199877951
5242880,3,8,209947664
5242880,4,8,161679727
5242880,5,8,170761508
5242880,6,8,183235882
5242880,7,8,151379727
5242880,8,8,286359750
5242880,9,8,305169029
5242880,10,8,266495171
5242880,11,8,228245384
5242880,12,8,305901948
5242880,13,8,206681390
5242880,14,8,166073834
5242880,15,8,169656007
5242880,16,8,181088024
5242880,17,8,188605056
5242880,18,8,265108534
5242880,19,8,478580052
10485760,0,8,234323814
10485760,1,8,250431566
10485760,2,8,236370501
10485760,3,8,238897079
10485760,4,8,295319007
10485760,5,8,250109625
10485760,6,8,228313048
10485760,7,8,237637161
10485760,8,8,230363776
10485760,9,8,229876566
10485760,10,8,234977321
10485760,11,8,219486157
10485760,12,8,214301664
10485760,13,8,210905029
10485760,14,8,329856700
10485760,15,8,228330847
10485760,16,8,263164510
10485760,17,8,235270396
10485760,18,8,256483520
10485760,19,8,297620338
52428800,0,8,1027972559
52428800,1,8,938137808
52428800,2,8,982241383
52428800,3,8,834047466
52428800,4,8,843766536
52428800,5,8,835919660
52428800,6,8,876624024
52428800,7,8,815403373
52428800,8,8,823880579
52428800,9,8,836494979
52428800,10,8,862269832
52428800,11,8,839413107
52428800,12,8,839453003
52428800,13,8,815839240
52428800,14,8,808262743
52428800,15,8,861687551
52428800,16,8,890504188
52428800,17,8,859675678
52428800,18,8,841427420
52428800,19,8,852053301
104857600,0,8,1881388463
104857600,1,8,1881958441
104857600,2,8,1768668881
104857600,3,8,1696049458
104857600,4,8,1691581438
104857600,5,8,1823694753
104857600,6,8,1715874610
104857600,7,8,1663641324
104857600,8,8,1835821808
104857600,9,8,1827812461
104857600,10,8,1820307251
104857600,11,8,1610431683
104857600,12,8,1882550363
104857600,13,8,1659701426
104857600,14,8,1668113827
104857600,15,8,1827398531
104857600,16,8,1646482599
104857600,17,8,1851164834
104857600,18,8,1870338405
104857600,19,8,1841442791
1048576,0,16,95232144
1048576,1,16,89565516
1048576,2,16,119441972
1048576,3,16,108476698
1048576,4,16,152341618
1048576,5,16,116563975
1048576,6,16,131398712
1048576,7,16,103400042
1048576,8,16,105717749
1048576,9,16,88075382
1048576,10,16,103447908
1048576,11,16,124235555
1048576,12,16,84298128
1048576,13,16,107099189
1048576,14,16,90282507
1048576,15,16,142582861
1048576,16,16,267181394
1048576,17,16,126504345
1048576,18,16,125274604
1048576,19,16,114821651
5242880,0,16,318039222
5242880,1,16,243716856
5242880,2,16,279992291
5242880,3,16,283232555
5242880,4,16,294452921
5242880,5,16,199806299
5242880,6,16,222404031
5242880,7,16,240619004
5242880,8,16,348502804
5242880,9,16,207348473
5242880,10,16,449916838
5242880,11,16,185153166
5242880,12,16,296632713
5242880,13,16,295637512
5242880,14,16,195621934
5242880,15,16,220342359
5242880,16,16,185353608
5242880,17,16,250000251
5242880,18,16,237720606
5242880,19,16,153416194
10485760,0,16,245784804
10485760,1,16,330429542
10485760,2,16,268313285
10485760,3,16,339595199
10485760,4,16,380848811
10485760,5,16,236543502
10485760,6,16,381325543
10485760,7,16,283810194
10485760,8,16,264990182
10485760,9,16,262567669
10485760,10,16,252183285
10485760,11,16,268013076
10485760,12,16,315314658
10485760,13,16,275700935
10485760,14,16,360725386
10485760,15,16,223152095
10485760,16,16,258211070
10485760,17,16,249091249
10485760,18,16,250826511
10485760,19,16,232263350
52428800,0,16,988459274
52428800,1,16,1048309219
52428800,2,16,926162578
52428800,3,16,907362368
52428800,4,16,952895047
52428800,5,16,911299281
52428800,6,16,938533797
52428800,7,16,1061201564
52428800,8,16,968972853
52428800,9,16,1172043996
52428800,10,16,956918746
52428800,11,16,1022367161
52428800,12,16,830992163
52428800,13,16,1040078980
52428800,14,16,859821540
52428800,15,16,1078055977
52428800,16,16,930320279
52428800,17,16,1001859749
52428800,18,16,1102966927
52428800,19,16,1143801637
104857600,0,16,1739213846
104857600,1,16,1861252959
104857600,2,16,1635927105
104857600,3,16,1892013596
104857600,4,16,1733182056
104857600,5,16,1632396926
104857600,6,16,1650867259
104857600,7,16,1661710985
104857600,8,16,2019313423
104857600,9,16,1673546737
104857600,10,16,1832463860
104857600,11,16,1614610927
104857600,12,16,1654387164
104857600,13,16,1785111081
104857600,14,16,1798883646
104857600,15,16,1710990838
104857600,16,16,1967105559
104857600,17,16,1658045829
104857600,18,16,1668052396
104857600,19,16,1685478298
209715200,0,1,3423393455
209715200,1,1,3641812122
209715200,2,1,3427338085
209715200,3,1,3804552590
209715200,4,1,3473273721
209715200,5,1,3901810356
209715200,6,1,3575581992
209715200,7,1,3563026280
209715200,8,1,3357900752
209715200,9,1,3379233714
209715200,10,1,3734957150
209715200,11,1,3509221588
209715200,12,1,3458272089
209715200,13,1,3486957718
209715200,14,1,3341801502
209715200,15,1,3428100156
209715200,16,1,3575559828
209715200,17,1,3473807190
209715200,18,1,3458124610
209715200,19,1,3531332021
209715200,0,2,3761627986
209715200,1,2,3811534596
209715200,2,2,3793813636
209715200,3,2,3785369759
209715200,4,2,3783956032
209715200,5,2,3845179380
209715200,6,2,3901380249
209715200,7,2,3807122584
209715200,8,2,4106894380
209715200,9,2,3819557293
209715200,10,2,3875636202
209715200,11,2,3919601131
209715200,12,2,3925911704
209715200,13,2,3785289976
209715200,14,2,3824541834
209715200,15,2,3765769934
209715200,16,2,3815109272
209715200,17,2,3804767569
209715200,18,2,3780811624
209715200,19,2,3800138424
209715200,0,4,3478941443
209715200,1,4,3771725650
209715200,2,4,3400024917
209715200,3,4,3842293861
209715200,4,4,3671839298
209715200,5,4,3751149150
209715200,6,4,3460421525
209715200,7,4,3303494606
209715200,8,4,3601136799
209715200,9,4,3933656201
209715200,10,4,3444786760
209715200,11,4,3435002378
209715200,12,4,3421535899
209715200,13,4,3789914530
209715200,14,4,3421156753
209715200,15,4,3410299366
209715200,16,4,3568161689
209715200,17,4,3400392227
209715200,18,4,3355426768
209715200,19,4,3392563411
209715200,0,8,3359263525
209715200,1,8,3285587455
209715200,2,8,3267346209
209715200,3,8,3224603666
209715200,4,8,3509183678
209715200,5,8,3623203463
209715200,6,8,3651534117
209715200,7,8,3208311141
209715200,8,8,3471529970
209715200,9,8,3008692626
209715200,10,8,3154310966
209715200,11,8,3595627853
209715200,12,8,3275218245
209715200,13,8,3220402967
209715200,14,8,3660377746
209715200,15,8,3523003991
209715200,16,8,3693314766
209715200,17,8,3568581774
209715200,18,8,3741195956
209715200,19,8,3573628018
209715200,0,16,13777391402
209715200,1,16,5678745890
209715200,2,16,3801908396
209715200,3,16,3750570215
209715200,4,16,3623699164
209715200,5,16,3304307499
209715200,6,16,3549216698
209715200,7,16,3309620966
209715200,8,16,3392528192
209715200,9,16,3296424700
209715200,10,16,3204517408
209715200,11,16,3333854562
209715200,12,16,3225076532
209715200,13,16,3361930845
209715200,14,16,3299821492
209715200,15,16,3718320681
209715200,16,16,3342575260
209715200,17,16,3406369806
209715200,18,16,3241680283
209715200,19,16,3780969666
